resourceType,resourceProvider,providerDisplayName,typeOnly,displayName,apiVersions,defaultApiVersion,locationsCount,locations,servicePrincipals,supportsPrivateEndpoint,supportsManagedIdentity,supportsTags,supportsLock
microsoft.netapp/locations/regioninfos,Microsoft.NetApp,Microsoft.NetApp Resource Provider,locations/regionInfos,RegionInfos resource type,"2026-07-15-preview,2026-07-01,2026-06-15-preview,2026-06-01,2026-05-15-preview,2026-05-01,2026-04-15-preview,2026-04-01,2026-03-15-preview,2026-03-01,2026-01-15-preview,2026-01-01,2025-12-15-preview,2025-12-01,2025-09-01-preview,2025-09-01,2025-08-01-preview,2025-08-01,2025-07-01-preview,2025-07-01,2025-06-01,2025-05-01-preview,2025-05-01,2025-03-01-preview,2025-03-01,2025-01-15-preview,2025-01-01-preview,2025-01-01,2024-11-01-preview,2024-11-01,2024-09-01-preview,2024-09-01,2024-07-01-preview,2024-07-01,2024-05-01-preview,2024-05-01,2024-03-01-preview,2024-03-01,2024-01-01-preview,2024-01-01,2023-11-01-preview,2023-11-01,2023-09-01-preview,2023-09-01,2023-07-01-preview,2023-07-01,2023-05-01-preview",2026-07-01,45,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; eastasia; eastus; eastus2; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westeurope; westus; westus2; westus3,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,False,False
microsoft.netapp/locations/updatenetworksiblingset,Microsoft.NetApp,Microsoft.NetApp Resource Provider,locations/updateNetworkSiblingSet,n/a,"2026-07-15-preview,2026-07-01,2026-06-15-preview,2026-06-01,2026-05-15-preview,2026-05-01,2026-04-15-preview,2026-04-01,2026-03-15-preview,2026-03-01,2026-01-15-preview,2026-01-01,2025-12-15-preview,2025-12-01,2025-09-01-preview,2025-09-01,2025-08-01-preview,2025-08-01,2025-07-01-preview,2025-07-01,2025-06-01,2025-05-01-preview,2025-05-01,2025-03-01-preview,2025-03-01,2025-01-15-preview,2025-01-01-preview,2025-01-01,2024-11-01-preview,2024-11-01,2024-09-01-preview,2024-09-01,2024-07-01-preview,2024-07-01,2024-05-01-preview,2024-05-01,2024-03-01-preview,2024-03-01,2024-01-01-preview,2024-01-01,2023-11-01-preview,2023-11-01,2023-09-01-preview,2023-09-01,2023-07-01-preview,2023-07-01,2023-05-01-preview,2023-05-01,2023-03-01-preview,2023-03-01,2023-01-01-preview,2023-01-01,2022-11-01-preview,2022-11-01,2021-12-01-preview",2026-07-01,45,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; eastasia; eastus; eastus2; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westeurope; westus; westus2; westus3,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,False,False
microsoft.netapp/locations/usages,Microsoft.NetApp,Microsoft.NetApp Resource Provider,locations/Usages,Usage resource type,"2026-07-15-preview,2026-07-01,2026-06-15-preview,2026-06-01,2026-05-15-preview,2026-05-01,2026-04-15-preview,2026-04-01,2026-03-15-preview,2026-03-01,2026-01-15-preview,2026-01-01,2025-12-15-preview,2025-12-01,2025-09-01-preview,2025-09-01,2025-08-01-preview,2025-08-01,2025-07-01-preview,2025-07-01,2025-06-01,2025-05-01-preview,2025-05-01,2025-03-01-preview,2025-03-01,2025-01-01,2024-11-01",2026-07-01,45,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; eastasia; eastus; eastus2; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westeurope; westus; westus2; westus3,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,False,False
microsoft.netapp/netappaccounts,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts,Accounts resource type,"2026-07-15-preview,2026-07-01,2026-06-15-preview,2026-06-01,2026-05-15-preview,2026-05-01,2026-04-15-preview,2026-04-01,2026-03-15-preview,2026-03-01,2026-01-15-preview,2026-01-01,2025-12-15-preview,2025-12-01,2025-09-01-preview,2025-09-01,2025-08-01-preview,2025-08-01,2025-07-01-preview,2025-07-01,2025-06-01,2025-05-01-preview,2025-05-01,2025-03-01-preview,2025-03-01,2025-01-15-preview,2025-01-01-preview,2025-01-01,2024-11-01-preview,2024-11-01,2024-09-01-preview,2024-09-01,2024-07-01-preview,2024-07-01,2024-05-01-preview,2024-05-01,2024-03-01-preview,2024-03-01,2024-01-01-preview,2024-01-01,2023-11-01-preview,2023-11-01,2023-09-01-preview,2023-09-01,2023-07-01-preview,2023-07-01,2023-05-01-preview,2023-05-01,2023-03-01-preview,2023-03-01,2023-01-01-preview,2023-01-01,2022-11-01-preview,2022-11-01,2022-09-01,2022-07-01,2022-05-01,2022-03-01,2022-01-01,2021-10-01,2021-08-01,2021-06-01,2021-04-01,2021-02-01,2020-12-01,2020-11-01,2020-10-01,2020-09-01,2020-08-01,2020-07-01,2020-06-01,2020-05-01,2020-03-01,2020-02-01,2019-11-01,2019-10-01,2019-08-01,2019-07-01,2019-06-01,2019-05-01,2017-08-15",2026-07-01,45,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; eastasia; eastus; eastus2; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westeurope; westus; westus2; westus3,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,True,True,True
microsoft.netapp/netappaccounts/accountbackups,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/accountBackups,Account backup resource type,"2022-11-01-preview,2022-11-01,2022-09-01,2022-07-01,2022-05-01,2022-03-01,2022-01-01,2021-10-01,2021-08-01,2021-06-01,2021-04-01,2021-02-01,2020-12-01,2020-11-01,2020-10-01,2020-09-01,2020-08-01,2020-07-01,2020-06-01,2020-05-01",2022-11-01,43,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; eastasia; eastus; eastus2; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westeurope; westus; westus2; westus3,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,False,False
microsoft.netapp/netappaccounts/backuppolicies,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/backupPolicies,Backup Policy resource type,"2026-07-15-preview,2026-07-01,2026-06-15-preview,2026-06-01,2026-05-15-preview,2026-05-01,2026-04-15-preview,2026-04-01,2026-03-15-preview,2026-03-01,2026-01-15-preview,2026-01-01,2025-12-15-preview,2025-12-01,2025-09-01-preview,2025-09-01,2025-08-01-preview,2025-08-01,2025-07-01-preview,2025-07-01,2025-06-01,2025-05-01-preview,2025-05-01,2025-03-01-preview,2025-03-01,2025-01-15-preview,2025-01-01-preview,2025-01-01,2024-11-01-preview,2024-11-01,2024-09-01-preview,2024-09-01,2024-07-01-preview,2024-07-01,2024-05-01-preview,2024-05-01,2024-03-01-preview,2024-03-01,2024-01-01-preview,2024-01-01,2023-11-01-preview,2023-11-01,2023-09-01-preview,2023-09-01,2023-07-01-preview,2023-07-01,2023-05-01-preview,2023-05-01,2023-03-01-preview,2023-03-01,2023-01-01-preview,2023-01-01,2022-11-01-preview,2022-11-01,2022-09-01,2022-07-01,2022-05-01,2022-03-01,2022-01-01,2021-10-01,2021-08-01,2021-06-01,2021-04-01,2021-02-01,2020-12-01,2020-11-01,2020-10-01,2020-09-01,2020-08-01,2020-07-01,2020-06-01,2020-05-01",2026-07-01,45,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; eastasia; eastus; eastus2; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westeurope; westus; westus2; westus3,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,True,True
microsoft.netapp/netappaccounts/backupvaults,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/backupVaults,Backup Vault resource type,"2026-07-15-preview,2026-07-01,2026-06-15-preview,2026-06-01,2026-05-15-preview,2026-05-01,2026-04-15-preview,2026-04-01,2026-03-15-preview,2026-03-01,2026-01-15-preview,2026-01-01,2025-12-15-preview,2025-12-01,2025-09-01-preview,2025-09-01,2025-08-01-preview,2025-08-01,2025-07-01-preview,2025-07-01,2025-06-01,2025-05-01-preview,2025-05-01,2025-03-01-preview,2025-03-01,2025-01-15-preview,2025-01-01-preview,2025-01-01,2024-11-01-preview,2024-11-01,2024-09-01-preview,2024-09-01,2024-07-01-preview,2024-07-01,2024-05-01-preview,2024-05-01,2024-03-01-preview,2024-03-01,2024-01-01-preview,2024-01-01,2023-11-01-preview,2023-11-01,2023-09-01-preview,2023-09-01,2023-07-01-preview,2023-05-01-preview,2023-03-01-preview,2023-01-01-preview,2022-11-01-preview",2026-07-01,45,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; eastasia; eastus; eastus2; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westeurope; westus; westus2; westus3,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,True,True
microsoft.netapp/netappaccounts/backupvaults/backups,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/backupVaults/backups,Backup resource type,"2026-07-15-preview,2026-07-01,2026-06-15-preview,2026-06-01,2026-05-15-preview,2026-05-01,2026-04-15-preview,2026-04-01,2026-03-15-preview,2026-03-01,2026-01-15-preview,2026-01-01,2025-12-15-preview,2025-12-01,2025-09-01-preview,2025-09-01,2025-08-01-preview,2025-08-01,2025-07-01-preview,2025-07-01,2025-06-01,2025-05-01-preview,2025-05-01,2025-03-01-preview,2025-03-01,2025-01-15-preview,2025-01-01-preview,2025-01-01,2024-11-01-preview,2024-11-01,2024-09-01-preview,2024-09-01,2024-07-01-preview,2024-07-01,2024-05-01-preview,2024-05-01,2024-03-01-preview,2024-03-01,2024-01-01-preview,2024-01-01,2023-11-01-preview,2023-11-01,2023-09-01-preview,2023-09-01,2023-07-01-preview,2023-05-01-preview,2023-03-01-preview,2023-01-01-preview,2022-11-01-preview",2026-07-01,45,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; eastasia; eastus; eastus2; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westeurope; westus; westus2; westus3,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,False,False
microsoft.netapp/netappaccounts/capacitypools,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/capacityPools,Pools resource type,"2026-07-15-preview,2026-07-01,2026-06-15-preview,2026-06-01,2026-05-15-preview,2026-05-01,2026-04-15-preview,2026-04-01,2026-03-15-preview,2026-03-01,2026-01-15-preview,2026-01-01,2025-12-15-preview,2025-12-01,2025-09-01-preview,2025-09-01,2025-08-01-preview,2025-08-01,2025-07-01-preview,2025-07-01,2025-06-01,2025-05-01-preview,2025-05-01,2025-03-01-preview,2025-03-01,2025-01-15-preview,2025-01-01-preview,2025-01-01,2024-11-01-preview,2024-11-01,2024-09-01-preview,2024-09-01,2024-07-01-preview,2024-07-01,2024-05-01-preview,2024-05-01,2024-03-01-preview,2024-03-01,2024-01-01-preview,2024-01-01,2023-11-01-preview,2023-11-01,2023-09-01-preview,2023-09-01,2023-07-01-preview,2023-07-01,2023-05-01-preview,2023-05-01,2023-03-01-preview,2023-03-01,2023-01-01-preview,2023-01-01,2022-11-01-preview,2022-11-01,2022-09-01,2022-07-01-preview,2022-07-01,2022-05-01,2022-03-01,2022-01-01,2021-10-01,2021-08-01,2021-06-01,2021-04-01,2021-02-01,2020-12-01,2020-11-01,2020-10-01,2020-09-01,2020-08-01,2020-07-01,2020-06-01,2020-05-01,2020-03-01,2020-02-01,2019-11-01,2019-10-01,2019-08-01,2019-07-01,2019-06-01,2019-05-01,2017-08-15",2026-07-01,45,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; eastasia; eastus; eastus2; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westeurope; westus; westus2; westus3,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,True,True
microsoft.netapp/netappaccounts/capacitypools/caches,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/capacityPools/caches,Caches resource type,"2026-07-15-preview,2026-07-01,2026-06-15-preview,2026-06-01,2026-05-15-preview,2026-05-01,2026-04-15-preview,2026-04-01,2026-03-15-preview,2026-03-01,2026-01-15-preview,2026-01-01,2025-12-15-preview,2025-09-01-preview,2025-08-01-preview,2025-07-01-preview",2026-07-01,45,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; eastasia; eastus; eastus2; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westeurope; westus; westus2; westus3,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,True,True
microsoft.netapp/netappaccounts/capacitypools/providers/microsoft.insights/diagnosticsettings,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/capacityPools/providers/Microsoft.Insights/diagnosticSettings,Pools resource type,,,0,,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,undetermined,undetermined,undetermined
microsoft.netapp/netappaccounts/capacitypools/providers/microsoft.insights/logdefinitions,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/capacityPools/providers/Microsoft.Insights/logDefinitions,Pools resource type,,,0,,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,undetermined,undetermined,undetermined
microsoft.netapp/netappaccounts/capacitypools/providers/microsoft.insights/metricdefinitions,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/capacityPools/providers/Microsoft.Insights/metricDefinitions,Pools resource type,,,0,,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,undetermined,undetermined,undetermined
microsoft.netapp/netappaccounts/capacitypools/volumes,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/capacityPools/volumes,Volumes resource type,"2026-07-15-preview,2026-07-01,2026-06-15-preview,2026-06-01,2026-05-15-preview,2026-05-01,2026-04-15-preview,2026-04-01,2026-03-15-preview,2026-03-01,2026-01-15-preview,2026-01-01,2025-12-15-preview,2025-12-01,2025-09-01-preview,2025-09-01,2025-08-01-preview,2025-08-01,2025-07-01-preview,2025-07-01,2025-06-01,2025-05-01-preview,2025-05-01,2025-03-01-preview,2025-03-01,2025-01-15-preview,2025-01-01-preview,2025-01-01,2024-11-01-preview,2024-11-01,2024-09-01-preview,2024-09-01,2024-07-01-preview,2024-07-01,2024-05-01-preview,2024-05-01,2024-03-01-preview,2024-03-01,2024-01-01-preview,2024-01-01,2023-11-01-preview,2023-11-01,2023-09-01-preview,2023-09-01,2023-07-01-preview,2023-07-01,2023-05-01-preview,2023-05-01,2023-03-01-preview,2023-03-01,2023-01-01-preview,2023-01-01,2022-11-01-preview,2022-11-01,2022-09-01,2022-07-01-preview,2022-07-01,2022-05-01,2022-03-01,2022-01-01,2021-12-01-preview,2021-10-01,2021-08-01,2021-06-01,2021-04-01,2021-02-01,2020-12-01,2020-11-01,2020-10-01,2020-09-01,2020-08-01,2020-07-01,2020-06-01,2020-05-01,2020-03-01,2020-02-01,2019-11-01,2019-10-01,2019-08-01,2019-07-01,2019-06-01,2019-05-01,2017-08-15",2026-07-01,45,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; eastasia; eastus; eastus2; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westeurope; westus; westus2; westus3,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,True,True
microsoft.netapp/netappaccounts/capacitypools/volumes/backups,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/capacityPools/volumes/backups,Backup resource type,"2022-11-01-preview,2022-11-01,2022-09-01,2022-07-01-preview,2022-07-01,2022-05-01,2022-03-01,2022-01-01,2021-10-01,2021-08-01,2021-06-01,2021-04-01,2021-02-01,2020-12-01,2020-11-01,2020-10-01,2020-09-01,2020-08-01,2020-07-01,2020-06-01,2020-05-01",2022-11-01,43,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; eastasia; eastus; eastus2; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westeurope; westus; westus2; westus3,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,False,False
microsoft.netapp/netappaccounts/capacitypools/volumes/backupstatus,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/capacityPools/volumes/backupStatus,Volumes resource type,,,0,,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,undetermined,undetermined,undetermined
microsoft.netapp/netappaccounts/capacitypools/volumes/buckets,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/capacityPools/volumes/buckets,Buckets resource type,"2026-07-15-preview,2026-07-01,2026-06-15-preview,2026-06-01,2026-05-15-preview,2026-05-01,2026-04-15-preview,2026-04-01,2026-03-15-preview,2026-03-01,2026-01-15-preview,2026-01-01,2025-12-15-preview,2025-09-01-preview,2025-08-01-preview,2025-07-01-preview,2025-05-01-preview,2025-03-01-preview,2025-01-01-preview",2026-07-01,45,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; eastasia; eastus; eastus2; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westeurope; westus; westus2; westus3,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,False,False
microsoft.netapp/netappaccounts/capacitypools/volumes/directoryquotas,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/capacityPools/volumes/directoryQuotas,n/a,"2026-07-15-preview,2026-06-15-preview,2026-05-15-preview,2026-04-15-preview",2026-07-15-preview,49,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; centraluseuap; eastasia; eastus; eastus2; eastus2euap; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westcentralus; westeurope; westus; westus2; westus3; westusstage,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,False,False
microsoft.netapp/netappaccounts/capacitypools/volumes/latestbackupstatus,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/capacityPools/volumes/latestBackupStatus,Volumes resource type,,,0,,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,undetermined,undetermined,undetermined
microsoft.netapp/netappaccounts/capacitypools/volumes/latestrestorestatus,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/capacityPools/volumes/latestRestoreStatus,Volumes resource type,,,0,,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,undetermined,undetermined,undetermined
microsoft.netapp/netappaccounts/capacitypools/volumes/mounttargets,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/capacityPools/volumes/mountTargets,Volumes resource type,"2019-10-01,2019-08-01,2019-07-01,2019-06-01,2019-05-01,2017-08-15",2019-10-01,45,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; eastasia; eastus; eastus2; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westeurope; westus; westus2; westus3,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,False,False
microsoft.netapp/netappaccounts/capacitypools/volumes/providers/microsoft.insights/diagnosticsettings,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/capacityPools/volumes/providers/Microsoft.Insights/diagnosticSettings,Volumes resource type,,,0,,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,undetermined,undetermined,undetermined
microsoft.netapp/netappaccounts/capacitypools/volumes/providers/microsoft.insights/metricdefinitions,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/capacityPools/volumes/providers/Microsoft.Insights/metricDefinitions,Volumes resource type,,,0,,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,undetermined,undetermined,undetermined
microsoft.netapp/netappaccounts/capacitypools/volumes/ransomwarereports,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/capacityPools/volumes/ransomwareReports,RansomwareReports resource type,"2026-07-15-preview,2026-07-01,2026-06-15-preview,2026-06-01,2026-05-15-preview,2026-05-01,2026-04-15-preview,2026-04-01,2026-03-15-preview,2026-03-01,2026-01-15-preview,2026-01-01,2025-12-15-preview,2025-12-01,2025-09-01-preview,2025-08-01-preview,2025-07-01-preview,2025-05-01-preview,2025-03-01-preview",2026-07-01,45,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; eastasia; eastus; eastus2; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westeurope; westus; westus2; westus3,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,False,False
