resourceType,resourceProvider,providerDisplayName,typeOnly,displayName,apiVersions,defaultApiVersion,locationsCount,locations,servicePrincipals,supportsPrivateEndpoint,supportsManagedIdentity,supportsTags,supportsLock
microsoft.web/staticsites/privateendpointconnections,Microsoft.Web,Microsoft Web Apps,staticSites/privateEndpointConnections,Static Site Private Endpoint Connection,"2026-03-01-preview,2025-05-01,2025-03-01,2024-11-01,2024-04-11-preview,2024-04-01,2023-12-01,2023-01-01,2022-09-01,2022-03-01,2021-03-01,2021-02-01,2021-01-15,2021-01-01,2020-12-01,2020-10-01,2020-09-01,2020-06-01,2019-12-01-preview,2019-08-01",2024-04-01,5,centralus; eastasia; eastus2; westeurope; westus2,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,False,False,False
microsoft.web/staticsites/privatelinkresources,microsoft.web,Microsoft Web Apps,staticSites/privateLinkResources,Static Site,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/staticsites/providers/microsoft.insights/metricdefinitions,microsoft.web,Microsoft Web Apps,staticSites/providers/Microsoft.Insights/metricDefinitions,The metric definition of Static Site,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.web/staticsites/userprovidedfunctionapps,Microsoft.Web,Microsoft Web Apps,staticSites/userProvidedFunctionApps,Static Site User Provided Function Apps,"2026-03-01-preview,2025-05-01,2025-03-01,2024-11-01,2024-04-01,2023-12-01,2023-01-01,2022-09-01,2022-03-01,2021-03-01,2021-02-01,2021-01-15,2021-01-01,2020-12-01",2020-12-01,5,centralus; eastasia; eastus2; westeurope; westus2,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,False,False,False
microsoft.web/validate,Microsoft.Web,Microsoft Web Apps,validate,n/a,"2026-07-15,2026-03-15,2026-03-01-preview,2025-05-01,2025-03-01,2024-11-01,2024-04-01,2023-12-01,2023-01-01,2022-09-01,2022-03-01,2021-03-01,2021-02-01,2021-01-15,2021-01-01,2020-12-01,2020-10-01,2020-09-01,2020-06-01,2019-08-01,2018-11-01,2018-02-01,2016-03-01,2015-08-01,2015-07-01,2015-06-01,2015-05-01,2015-04-01,2015-02-01,2014-11-01,2014-06-01,2014-04-01-preview,2014-04-01",2024-04-01,47,australiacentral; australiaeast; australiasoutheast; austriaeast; belgiumcentral; brazilsouth; canadacentral; canadaeast; centralindia; centralus; chilecentral; denmarkeast; eastasia; eastus; eastus2; francecentral; germanywestcentral; indiasouthcentral; indonesiacentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; mexicocentral; newzealandnorth; northcentralus; northeurope; norwayeast; polandcentral; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; uaenorth; westcentralus; westeurope; westindia; westus; westus2; westus3,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,False,False,False
microsoft.web/verifyhostingenvironmentvnet,Microsoft.Web,Microsoft Web Apps,verifyHostingEnvironmentVnet,n/a,"2026-07-15,2026-03-15,2026-03-01-preview,2025-05-01,2025-03-01,2024-11-01,2024-04-01,2023-12-01,2023-01-01,2022-09-01,2022-03-01,2021-03-01,2021-02-01,2021-01-15,2021-01-01,2020-12-01,2020-10-01,2020-09-01,2020-06-01,2019-08-01,2018-11-01,2018-02-01,2016-03-01,2015-08-01,2015-07-01,2015-06-01,2015-05-01,2015-04-01,2015-02-01,2014-11-01,2014-06-01,2014-04-01-preview,2014-04-01",2024-04-01,49,australiacentral; australiaeast; australiasoutheast; austriaeast; belgiumcentral; brazilsouth; canadacentral; canadaeast; centralindia; centralus; chilecentral; denmarkeast; eastasia; eastus; eastus2; francecentral; germanywestcentral; indiasouthcentral; indonesiacentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; mexicocentral; newzealandnorth; northcentralus; northeurope; norwayeast; polandcentral; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; uaenorth; uksouth; ukwest; westcentralus; westeurope; westindia; westus; westus2; westus3,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,False,False,False
microsoft.web/webappstacks,Microsoft.Web,Microsoft Web Apps,webAppStacks,Web App Stacks,"2026-07-15,2026-03-15,2026-03-01-preview,2025-05-01,2025-03-01,2024-11-01,2024-04-01,2023-12-01,2023-01-01,2022-09-01,2022-03-01,2021-03-01,2021-02-01,2021-01-15,2021-01-01,2020-12-01,2020-10-01",2024-04-01,49,australiacentral; australiaeast; australiasoutheast; austriaeast; belgiumcentral; brazilsouth; canadacentral; canadaeast; centralindia; centralus; chilecentral; denmarkeast; eastasia; eastus; eastus2; francecentral; germanywestcentral; indiasouthcentral; indonesiacentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; mexicocentral; newzealandnorth; northcentralus; northeurope; norwayeast; polandcentral; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; uaenorth; uksouth; ukwest; westcentralus; westeurope; westindia; westus; westus2; westus3,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,False,False,False
microsoft.web/workerapps,Microsoft.Web,Microsoft Web Apps,workerApps,Worker App,"2026-07-15,2026-03-15,2026-03-01-preview,2025-05-01,2025-03-01,2024-11-01,2021-02-01,2021-01-15,2021-01-01,2020-12-01",2021-02-01,3,centraluseuap; eastus2euap; northcentralusstage,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,False,True,True
microsoft.web/workerapps/operationresults,microsoft.web,Microsoft Web Apps,workerApps/operationResults,Worker App,,,0,,"Azure Static Web Apps,a7d8f84e-510b-46d6-8f59-77e581db63bc;Microsoft Azure App Service,abfa0a7c-a6b6-4736-8310-5855508787cd",False,undetermined,undetermined,undetermined
microsoft.weightsandbiases/checknameavailability,Microsoft.WeightsAndBiases,Microsoft.WeightsAndBiases,checkNameAvailability,n/a,"2024-09-18-preview,2024-09-18",2024-09-18,0,,"Liftr-Standard-RP-03-FPA-Prod,4dcedce6-e9f8-4563-9479-b670777e4d88",False,False,False,False
microsoft.weightsandbiases/instances,Microsoft.WeightsAndBiases,Microsoft.WeightsAndBiases,instances,instances,"2024-09-18-preview,2024-09-18",2024-09-18,0,,"Liftr-Standard-RP-03-FPA-Prod,4dcedce6-e9f8-4563-9479-b670777e4d88",False,False,True,True
microsoft.weightsandbiases/locations,Microsoft.WeightsAndBiases,Microsoft.WeightsAndBiases,locations,n/a,"2024-09-18-preview,2024-09-18",2024-09-18,0,,"Liftr-Standard-RP-03-FPA-Prod,4dcedce6-e9f8-4563-9479-b670777e4d88",False,False,False,False
microsoft.weightsandbiases/locations/operationstatuses,Microsoft.WeightsAndBiases,Microsoft.WeightsAndBiases,locations/operationStatuses,locations/operationStatuses,"2024-09-18-preview,2024-09-18",2024-09-18,3,centraluseuap; eastus; eastus2euap,"Liftr-Standard-RP-03-FPA-Prod,4dcedce6-e9f8-4563-9479-b670777e4d88",False,False,False,False
microsoft.weightsandbiases/operations,Microsoft.WeightsAndBiases,Microsoft.WeightsAndBiases,operations,operations,"2024-09-18-preview,2024-09-18",2024-09-18,0,,"Liftr-Standard-RP-03-FPA-Prod,4dcedce6-e9f8-4563-9479-b670777e4d88",False,False,False,False
microsoft.weightsandbiases/registeredsubscriptions,Microsoft.WeightsAndBiases,Microsoft.WeightsAndBiases,registeredSubscriptions,registeredSubscriptions,"2024-09-18-preview,2024-09-18",2024-09-18,0,,"Liftr-Standard-RP-03-FPA-Prod,4dcedce6-e9f8-4563-9479-b670777e4d88",False,False,False,False
microsoft.widget/employees,microsoft.widget,,employees,n/a,,,0,,,False,undetermined,undetermined,undetermined
microsoft.windows365/cloudpcdelegatedmsis,Microsoft.Windows365,Microsoft.Windows365,CloudPcDelegatedMsis,cloudPcDelegatedMsis,2022-09-01-preview,2022-09-01-preview,47,australiacentral; australiaeast; australiasoutheast; brazilsouth; canadacentral; canadaeast; centralindia; centralus; centraluseuap; eastasia; eastus; eastus2; eastus2euap; francecentral; francesouth; germanywestcentral; italynorth; japaneast; japanwest; jioindiacentral; jioindiawest; koreacentral; koreasouth; northcentralus; northeurope; norwayeast; norwaywest; polandcentral; qatarcentral; southafricanorth; southafricawest; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaenorth; uksouth; ukwest; westcentralus; westeurope; westindia; westus; westus2; westus3,"Windows 365 Resource Provider ,6c306b3e-24f6-499c-90b9-e76731560544",False,False,True,True
microsoft.windows365/operations,Microsoft.Windows365,Microsoft.Windows365,operations,operations,2022-09-01-preview,2022-09-01-preview,0,,"Windows 365 Resource Provider ,6c306b3e-24f6-499c-90b9-e76731560544",False,False,False,False
microsoft.windows365/serviceconnectors,Microsoft.Windows365,Microsoft.Windows365,serviceConnectors,serviceConnectors,,,0,,"Windows 365 Resource Provider ,6c306b3e-24f6-499c-90b9-e76731560544",False,undetermined,undetermined,undetermined
microsoft.windowsesu/multipleactivationkeys,microsoft.windowsesu,,multipleactivationkeys,n/a,,,0,,,False,undetermined,undetermined,undetermined
microsoft.windowsiot/deviceservices,microsoft.windowsiot,,deviceservices,n/a,,,0,,,False,undetermined,undetermined,undetermined
microsoft.windowspushnotificationservices/checknameavailability,Microsoft.WindowsPushNotificationServices,,checkNameAvailability,n/a,2022-09-12-preview,,0,,"Windows Notifications Service Resource Provider,40b31737-98c6-45de-8d5c-47b50776497f",False,False,False,False
microsoft.windowspushnotificationservices/registrations,Microsoft.WindowsPushNotificationServices,,registrations,n/a,2022-09-12-preview,,2,centralus; centraluseuap,"Windows Notifications Service Resource Provider,40b31737-98c6-45de-8d5c-47b50776497f",False,False,True,True
microsoft.workloadbuilder/locations,Microsoft.WorkloadBuilder,Microsoft.WorkloadBuilder,Locations,n/a,"2021-03-01-privatepreview,2020-07-01-privatepreview",,0,,"Workload Builder RP App,63c2c773-89fe-4164-a02f-b8c7fc1772ae",False,False,False,False
microsoft.workloadbuilder/locations/operationstatuses,Microsoft.WorkloadBuilder,Microsoft.WorkloadBuilder,Locations/OperationStatuses,n/a,"2021-03-01-privatepreview,2020-07-01-privatepreview",,2,eastus2euap; westcentralus,"Workload Builder RP App,63c2c773-89fe-4164-a02f-b8c7fc1772ae",False,False,False,False
microsoft.workloadbuilder/migrationagents,Microsoft.WorkloadBuilder,Microsoft.WorkloadBuilder,migrationAgents,migrationAgents,2021-03-01-privatepreview,,2,eastus2euap; westcentralus,"Workload Builder RP App,63c2c773-89fe-4164-a02f-b8c7fc1772ae",False,False,True,True
microsoft.workloadbuilder/operations,Microsoft.WorkloadBuilder,Microsoft.WorkloadBuilder,Operations,n/a,"2021-03-01-privatepreview,2020-07-01-privatepreview",,0,,"Workload Builder RP App,63c2c773-89fe-4164-a02f-b8c7fc1772ae",False,False,False,False
microsoft.workloadbuilder/registeredsubscriptions,Microsoft.WorkloadBuilder,Microsoft.WorkloadBuilder,RegisteredSubscriptions,RegisteredSubscriptions,,,0,,"Workload Builder RP App,63c2c773-89fe-4164-a02f-b8c7fc1772ae",False,undetermined,undetermined,undetermined
microsoft.workloadbuilder/workloads,Microsoft.WorkloadBuilder,Microsoft.WorkloadBuilder,workloads,workloads,"2021-03-01-privatepreview,2020-07-01-privatepreview",,2,eastus2euap; westcentralus,"Workload Builder RP App,63c2c773-89fe-4164-a02f-b8c7fc1772ae",False,False,True,True
microsoft.workloadbuilder/workloads/instances,Microsoft.WorkloadBuilder,Microsoft.WorkloadBuilder,workloads/instances,instances,"2021-03-01-privatepreview,2020-07-01-privatepreview",,2,eastus2euap; westcentralus,"Workload Builder RP App,63c2c773-89fe-4164-a02f-b8c7fc1772ae",False,False,False,False
microsoft.workloadbuilder/workloads/versions,Microsoft.WorkloadBuilder,Microsoft.WorkloadBuilder,workloads/versions,versions,"2021-03-01-privatepreview,2020-07-01-privatepreview",,2,eastus2euap; westcentralus,"Workload Builder RP App,63c2c773-89fe-4164-a02f-b8c7fc1772ae",False,False,False,False
microsoft.workloadbuilder/workloads/versions/artifacts,Microsoft.WorkloadBuilder,Microsoft.WorkloadBuilder,workloads/versions/artifacts,artifacts,"2021-03-01-privatepreview,2020-07-01-privatepreview",,2,eastus2euap; westcentralus,"Workload Builder RP App,63c2c773-89fe-4164-a02f-b8c7fc1772ae",False,False,False,False
microsoft.workloadmonitor/components,microsoft.workloadmonitor,,components,n/a,,,0,,,False,undetermined,undetermined,undetermined
microsoft.workloadmonitor/monitorinstances,microsoft.workloadmonitor,,monitorinstances,n/a,,,0,,,False,undetermined,undetermined,undetermined
microsoft.workloadmonitor/monitors,microsoft.workloadmonitor,,monitors,n/a,,,0,,,False,undetermined,undetermined,undetermined
microsoft.workloadmonitor/monitors/history,microsoft.workloadmonitor,,monitors/history,n/a,,,0,,,False,undetermined,undetermined,undetermined
microsoft.workloadmonitor/notificationsettings,microsoft.workloadmonitor,,notificationsettings,n/a,,,0,,,False,undetermined,undetermined,undetermined
microsoft.workloads/configurationcheckstemplates,Microsoft.Workloads,Microsoft.Workloads,configurationChecksTemplates,configurationChecksTemplates,2025-01-01-preview,2025-01-01-preview,14,australiaeast; centralus; centraluseuap; eastus; eastus2; eastus2euap; germanywestcentral; italynorth; japaneast; koreacentral; northeurope; southcentralus; uksouth; westeurope,"Azure Migrate for SAP Service,349bb73f-3925-4086-9116-edd12a824e6b;Azure Monitor for SAP Solutions,39495caf-cc21-4d03-b6b0-8c4a973cf213;Azure PHP Workloads Management,b3d7adc8-6b92-4061-b47d-fc1419774ccc;Azure SAP Workloads Management,ea21b132-560f-4b0b-9876-903b6bca7b9d;Azure WaaSOracle,df9cc08c-f6bc-4339-99c7-0f101ba61c03;Azure Workloads Connector Service,0f81e18a-78a7-4acb-8ba1-5d08d1d6dc74;Azure Workloads Connector Service Surrogate,0be389f6-c6c0-4226-9c53-770108c14c56;Azure Workloads EPIC Service,3960376b-619e-415f-ad59-3e9b187b0954;Azure Workloads Foundation Service,7b26e669-b14d-40d5-b1d8-657b5f065e28;Azure Workloads Insight Service,9b575df0-4edd-4256-aa48-f90573365685;Azure-WaaS-ContextualSupport-Service,efa94c64-3213-4453-a47b-c38613590b35;n/a,7d9ab778-688c-46cf-80a5-4f9aef61edb5",False,False,False,False
microsoft.workloads/configurationvalidationresults,Microsoft.Workloads,Microsoft.Workloads,configurationValidationResults,n/a,"2024-11-01-preview,2024-10-01-preview",2024-11-01-preview,0,,"Azure Migrate for SAP Service,349bb73f-3925-4086-9116-edd12a824e6b;Azure Monitor for SAP Solutions,39495caf-cc21-4d03-b6b0-8c4a973cf213;Azure PHP Workloads Management,b3d7adc8-6b92-4061-b47d-fc1419774ccc;Azure SAP Workloads Management,ea21b132-560f-4b0b-9876-903b6bca7b9d;Azure WaaSOracle,df9cc08c-f6bc-4339-99c7-0f101ba61c03;Azure Workloads Connector Service,0f81e18a-78a7-4acb-8ba1-5d08d1d6dc74;Azure Workloads Connector Service Surrogate,0be389f6-c6c0-4226-9c53-770108c14c56;Azure Workloads EPIC Service,3960376b-619e-415f-ad59-3e9b187b0954;Azure Workloads Foundation Service,7b26e669-b14d-40d5-b1d8-657b5f065e28;Azure Workloads Insight Service,9b575df0-4edd-4256-aa48-f90573365685;Azure-WaaS-ContextualSupport-Service,efa94c64-3213-4453-a47b-c38613590b35;n/a,7d9ab778-688c-46cf-80a5-4f9aef61edb5",False,False,False,False
microsoft.workloads/connectors,Microsoft.Workloads,Microsoft.Workloads,connectors,connectors,"2024-04-01-preview,2023-11-01-preview,2023-10-01-preview,2022-10-15-preview",,23,australiaeast; brazilsouth; canadacentral; centralindia; eastasia; eastus; eastus2; francecentral; germanywestcentral; italynorth; japaneast; koreacentral; northeurope; norwayeast; southafricanorth; southcentralus; swedencentral; switzerlandnorth; uaenorth; uksouth; westeurope; westus2; westus3,"Azure Migrate for SAP Service,349bb73f-3925-4086-9116-edd12a824e6b;Azure Monitor for SAP Solutions,39495caf-cc21-4d03-b6b0-8c4a973cf213;Azure PHP Workloads Management,b3d7adc8-6b92-4061-b47d-fc1419774ccc;Azure SAP Workloads Management,ea21b132-560f-4b0b-9876-903b6bca7b9d;Azure WaaSOracle,df9cc08c-f6bc-4339-99c7-0f101ba61c03;Azure Workloads Connector Service,0f81e18a-78a7-4acb-8ba1-5d08d1d6dc74;Azure Workloads Connector Service Surrogate,0be389f6-c6c0-4226-9c53-770108c14c56;Azure Workloads EPIC Service,3960376b-619e-415f-ad59-3e9b187b0954;Azure Workloads Foundation Service,7b26e669-b14d-40d5-b1d8-657b5f065e28;Azure Workloads Insight Service,9b575df0-4edd-4256-aa48-f90573365685;Azure-WaaS-ContextualSupport-Service,efa94c64-3213-4453-a47b-c38613590b35;n/a,7d9ab778-688c-46cf-80a5-4f9aef61edb5",False,False,True,True
microsoft.workloads/connectors/acssbackups,Microsoft.Workloads,Microsoft.Workloads,connectors/acssBackups,connectors/acssBackups,"2024-04-01-preview,2023-11-01-preview,2023-10-01-preview,2022-10-15-preview",,23,australiaeast; brazilsouth; canadacentral; centralindia; eastasia; eastus; eastus2; francecentral; germanywestcentral; italynorth; japaneast; koreacentral; northeurope; norwayeast; southafricanorth; southcentralus; swedencentral; switzerlandnorth; uaenorth; uksouth; westeurope; westus2; westus3,"Azure Migrate for SAP Service,349bb73f-3925-4086-9116-edd12a824e6b;Azure Monitor for SAP Solutions,39495caf-cc21-4d03-b6b0-8c4a973cf213;Azure PHP Workloads Management,b3d7adc8-6b92-4061-b47d-fc1419774ccc;Azure SAP Workloads Management,ea21b132-560f-4b0b-9876-903b6bca7b9d;Azure WaaSOracle,df9cc08c-f6bc-4339-99c7-0f101ba61c03;Azure Workloads Connector Service,0f81e18a-78a7-4acb-8ba1-5d08d1d6dc74;Azure Workloads Connector Service Surrogate,0be389f6-c6c0-4226-9c53-770108c14c56;Azure Workloads EPIC Service,3960376b-619e-415f-ad59-3e9b187b0954;Azure Workloads Foundation Service,7b26e669-b14d-40d5-b1d8-657b5f065e28;Azure Workloads Insight Service,9b575df0-4edd-4256-aa48-f90573365685;Azure-WaaS-ContextualSupport-Service,efa94c64-3213-4453-a47b-c38613590b35;n/a,7d9ab778-688c-46cf-80a5-4f9aef61edb5",False,False,True,True
microsoft.workloads/connectors/amsinsights,Microsoft.Workloads,Microsoft.Workloads,connectors/amsInsights,n/a,"2024-04-01-preview,2023-11-01-preview",,25,australiaeast; brazilsouth; canadacentral; centralindia; centraluseuap; eastasia; eastus; eastus2; eastus2euap; francecentral; germanywestcentral; italynorth; japaneast; koreacentral; northeurope; norwayeast; southafricanorth; southcentralus; swedencentral; switzerlandnorth; uaenorth; uksouth; westeurope; westus2; westus3,"Azure Migrate for SAP Service,349bb73f-3925-4086-9116-edd12a824e6b;Azure Monitor for SAP Solutions,39495caf-cc21-4d03-b6b0-8c4a973cf213;Azure PHP Workloads Management,b3d7adc8-6b92-4061-b47d-fc1419774ccc;Azure SAP Workloads Management,ea21b132-560f-4b0b-9876-903b6bca7b9d;Azure WaaSOracle,df9cc08c-f6bc-4339-99c7-0f101ba61c03;Azure Workloads Connector Service,0f81e18a-78a7-4acb-8ba1-5d08d1d6dc74;Azure Workloads Connector Service Surrogate,0be389f6-c6c0-4226-9c53-770108c14c56;Azure Workloads EPIC Service,3960376b-619e-415f-ad59-3e9b187b0954;Azure Workloads Foundation Service,7b26e669-b14d-40d5-b1d8-657b5f065e28;Azure Workloads Insight Service,9b575df0-4edd-4256-aa48-f90573365685;Azure-WaaS-ContextualSupport-Service,efa94c64-3213-4453-a47b-c38613590b35;n/a,7d9ab778-688c-46cf-80a5-4f9aef61edb5",False,False,True,True
