technique_id,technique,tactics,audit_category,audit_sub_category,event_id
T1560.001,Archive via Utility,collection,Detailed Tracking,Process Creation,4688
T1561,Disk Wipe,impact,Detailed Tracking,Process Creation,4688
T1561.001,Disk Content Wipe,impact,Detailed Tracking,Process Creation,4688
T1561.002,Disk Structure Wipe,impact,Detailed Tracking,Process Creation,4688
T1562,Impair Defenses,defense-evasion,Detailed Tracking,Process Creation,4688
T1562.001,Disable or Modify Tools,defense-evasion,Detailed Tracking,Process Creation,4688
T1562.002,Disable Windows Event Logging,defense-evasion,Detailed Tracking,Process Creation,4688
T1562.003,Impair Command History Logging,defense-evasion,Detailed Tracking,Process Creation,4688
T1562.004,Disable or Modify System Firewall,defense-evasion,Detailed Tracking,Process Creation,4688
T1562.006,Indicator Blocking,defense-evasion,Detailed Tracking,Process Creation,4688
T1562.009,Safe Mode Boot,defense-evasion,Detailed Tracking,Process Creation,4688
T1562.010,Downgrade Attack,defense-evasion,Detailed Tracking,Process Creation,4688
T1563,Remote Service Session Hijacking,lateral-movement,Detailed Tracking,Process Creation,4688
T1563.001,SSH Hijacking,lateral-movement,Detailed Tracking,Process Creation,4688
T1563.002,RDP Hijacking,lateral-movement,Detailed Tracking,Process Creation,4688
T1564,Hide Artifacts,defense-evasion,Detailed Tracking,Process Creation,4688
T1564.001,Hidden Files and Directories,defense-evasion,Detailed Tracking,Process Creation,4688
T1564.002,Hidden Users,defense-evasion,Detailed Tracking,Process Creation,4688
T1564.003,Hidden Window,defense-evasion,Detailed Tracking,Process Creation,4688
T1564.004,NTFS File Attributes,defense-evasion,Detailed Tracking,Process Creation,4688
T1564.006,Run Virtual Instance,defense-evasion,Detailed Tracking,Process Creation,4688
T1564.008,Email Hiding Rules,defense-evasion,Detailed Tracking,Process Creation,4688
T1564.009,Resource Forking,defense-evasion,Detailed Tracking,Process Creation,4688
T1567,Exfiltration Over Web Service,exfiltration,Detailed Tracking,Process Creation,4688
T1567.001,Exfiltration to Code Repository,exfiltration,Detailed Tracking,Process Creation,4688
T1567.002,Exfiltration to Cloud Storage,exfiltration,Detailed Tracking,Process Creation,4688
T1569,System Services,execution,Detailed Tracking,Process Creation,4688
T1569.001,Launchctl,execution,Detailed Tracking,Process Creation,4688
T1569.002,Service Execution,execution,Detailed Tracking,Process Creation,4688
T1570,Lateral Tool Transfer,lateral-movement,Detailed Tracking,Process Creation,4688
T1574,Hijack Execution Flow,persistence; defense-evasion; privilege-escalation,Detailed Tracking,Process Creation,4688
T1574.002,DLL Side-Loading,persistence; defense-evasion; privilege-escalation,Detailed Tracking,Process Creation,4688
T1574.005,Executable Installer File Permissions Weakness,persistence; defense-evasion; privilege-escalation,Detailed Tracking,Process Creation,4688
T1574.006,Dynamic Linker Hijacking,persistence; defense-evasion; privilege-escalation,Detailed Tracking,Process Creation,4688
T1574.007,Path Interception by PATH Environment Variable,persistence; defense-evasion; privilege-escalation,Detailed Tracking,Process Creation,4688
T1574.008,Path Interception by Search Order Hijacking,persistence; defense-evasion; privilege-escalation,Detailed Tracking,Process Creation,4688
T1574.009,Path Interception by Unquoted Path,persistence; defense-evasion; privilege-escalation,Detailed Tracking,Process Creation,4688
T1574.010,Services File Permissions Weakness,persistence; defense-evasion; privilege-escalation,Detailed Tracking,Process Creation,4688
T1574.011,Services Registry Permissions Weakness,persistence; defense-evasion; privilege-escalation,Detailed Tracking,Process Creation,4688
T1574.012,COR_PROFILER,persistence; defense-evasion; privilege-escalation,Detailed Tracking,Process Creation,4688
T1609,Container Administration Command,execution,Detailed Tracking,Process Creation,4688
T1611,Escape to Host,privilege-escalation,Detailed Tracking,Process Creation,4688
T1614,System Location Discovery,discovery,Detailed Tracking,Process Creation,4688
T1614.001,System Language Discovery,discovery,Detailed Tracking,Process Creation,4688
T1615,Group Policy Discovery,discovery,Detailed Tracking,Process Creation,4688
T1489,Service Stop,impact,Detailed Tracking,Process Termination,4689
T1562,Impair Defenses,defense-evasion,Detailed Tracking,Process Termination,4689
T1562.001,Disable or Modify Tools,defense-evasion,Detailed Tracking,Process Termination,4689
T1036,Masquerading,defense-evasion,System,Security System Extension,4697
T1036.004,Masquerade Task or Service,defense-evasion,System,Security System Extension,4697
T1543,Create or Modify System Process,persistence; privilege-escalation,System,Security System Extension,4697
T1543.001,Launch Agent,persistence; privilege-escalation,System,Security System Extension,4697
T1543.002,Systemd Service,persistence; privilege-escalation,System,Security System Extension,4697
T1543.003,Windows Service,persistence; privilege-escalation,System,Security System Extension,4697
T1543.004,Launch Daemon,persistence; privilege-escalation,System,Security System Extension,4697
T1547.011,Plist Modification,persistence; privilege-escalation,System,Security System Extension,4697
T1557,Adversary-in-the-Middle,collection; credential-access,System,Security System Extension,4697
T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,collection; credential-access,System,Security System Extension,4697
T1564,Hide Artifacts,defense-evasion,System,Security System Extension,4697
T1564.006,Run Virtual Instance,defense-evasion,System,Security System Extension,4697
T1569,System Services,execution,System,Security System Extension,4697
T1569.001,Launchctl,execution,System,Security System Extension,4697
T1569.002,Service Execution,execution,System,Security System Extension,4697
T1053,Scheduled Task/Job,persistence; privilege-escalation; execution,Object Access,Other Object Access Events,4698
T1053.001,At (Linux),persistence; privilege-escalation; execution,Object Access,Other Object Access Events,4698
T1053.002,At (Windows),persistence; privilege-escalation; execution,Object Access,Other Object Access Events,4698
T1053.003,Cron,persistence; privilege-escalation; execution,Object Access,Other Object Access Events,4698
T1053.004,Launchd,persistence; privilege-escalation; execution,Object Access,Other Object Access Events,4698
T1053.005,Scheduled Task,persistence; privilege-escalation; execution,Object Access,Other Object Access Events,4698
T1053.006,Systemd Timers,persistence; privilege-escalation; execution,Object Access,Other Object Access Events,4698
T1053.007,Container Orchestration Job,persistence; privilege-escalation; execution,Object Access,Other Object Access Events,4698
T1036,Masquerading,defense-evasion,Object Access,Other Object Access Events,4700
T1036.004,Masquerade Task or Service,defense-evasion,Object Access,Other Object Access Events,4700
T1036,Masquerading,defense-evasion,Object Access,Other Object Access Events,4701
T1036.004,Masquerade Task or Service,defense-evasion,Object Access,Other Object Access Events,4701
T1036,Masquerading,defense-evasion,Object Access,Other Object Access Events,4702
T1036.004,Masquerade Task or Service,defense-evasion,Object Access,Other Object Access Events,4702
T1098,Account Manipulation,persistence,Policy Change,Authentication Policy Change,4717
T1098.001,Additional Cloud Credentials,persistence,Policy Change,Authentication Policy Change,4717
T1098.002,Exchange Email Delegate Permissions,persistence,Policy Change,Authentication Policy Change,4717
T1098.003,Add Office 365 Global Administrator Role,persistence,Policy Change,Authentication Policy Change,4717
T1528,Steal Application Access Token,credential-access,Policy Change,Authentication Policy Change,4717
T1531,Account Access Removal,impact,Policy Change,Authentication Policy Change,4717
T1098,Account Manipulation,persistence,Policy Change,Authentication Policy Change,4718
T1098.001,Additional Cloud Credentials,persistence,Policy Change,Authentication Policy Change,4718
T1098.002,Exchange Email Delegate Permissions,persistence,Policy Change,Authentication Policy Change,4718
T1098.003,Add Office 365 Global Administrator Role,persistence,Policy Change,Authentication Policy Change,4718
T1528,Steal Application Access Token,credential-access,Policy Change,Authentication Policy Change,4718
T1531,Account Access Removal,impact,Policy Change,Authentication Policy Change,4718
T1136,Create Account,persistence,Account Management,User Account Management,4720
T1136.001,Local Account,persistence,Account Management,User Account Management,4720
T1136.002,Domain Account,persistence,Account Management,User Account Management,4720
T1136.003,Cloud Account,persistence,Account Management,User Account Management,4720
T1564,Hide Artifacts,defense-evasion,Account Management,User Account Management,4720
T1564.002,Hidden Users,defense-evasion,Account Management,User Account Management,4720
T1098,Account Manipulation,persistence,Account Management,User Account Management,4722
T1098.001,Additional Cloud Credentials,persistence,Account Management,User Account Management,4722
T1098.002,Exchange Email Delegate Permissions,persistence,Account Management,User Account Management,4722
T1098.003,Add Office 365 Global Administrator Role,persistence,Account Management,User Account Management,4722
T1528,Steal Application Access Token,credential-access,Account Management,User Account Management,4722
T1531,Account Access Removal,impact,Account Management,User Account Management,4722
T1098,Account Manipulation,persistence,Account Management,User Account Management,4725
T1098.001,Additional Cloud Credentials,persistence,Account Management,User Account Management,4725
T1098.002,Exchange Email Delegate Permissions,persistence,Account Management,User Account Management,4725
T1098.003,Add Office 365 Global Administrator Role,persistence,Account Management,User Account Management,4725
T1528,Steal Application Access Token,credential-access,Account Management,User Account Management,4725
T1531,Account Access Removal,impact,Account Management,User Account Management,4725
T1531,Account Access Removal,impact,Account Management,User Account Management,4726
T1098,Account Manipulation,persistence,Account Management,User Account Management,4738
T1098.001,Additional Cloud Credentials,persistence,Account Management,User Account Management,4738
T1098.002,Exchange Email Delegate Permissions,persistence,Account Management,User Account Management,4738
T1098.003,Add Office 365 Global Administrator Role,persistence,Account Management,User Account Management,4738
T1528,Steal Application Access Token,credential-access,Account Management,User Account Management,4738
T1531,Account Access Removal,impact,Account Management,User Account Management,4738
T1098,Account Manipulation,persistence,Account Management,User Account Management,4740
T1098.001,Additional Cloud Credentials,persistence,Account Management,User Account Management,4740
T1098.002,Exchange Email Delegate Permissions,persistence,Account Management,User Account Management,4740
T1098.003,Add Office 365 Global Administrator Role,persistence,Account Management,User Account Management,4740
T1528,Steal Application Access Token,credential-access,Account Management,User Account Management,4740
T1531,Account Access Removal,impact,Account Management,User Account Management,4740
T1098,Account Manipulation,persistence,Account Management,User Account Management,4767
T1098.001,Additional Cloud Credentials,persistence,Account Management,User Account Management,4767
T1098.002,Exchange Email Delegate Permissions,persistence,Account Management,User Account Management,4767
T1098.003,Add Office 365 Global Administrator Role,persistence,Account Management,User Account Management,4767
T1528,Steal Application Access Token,credential-access,Account Management,User Account Management,4767
T1531,Account Access Removal,impact,Account Management,User Account Management,4767
T1550,Use Alternate Authentication Material,defense-evasion; lateral-movement,Account Logon,Kerberos Authentication Service,4768
T1550.002,Pass the Hash,defense-evasion; lateral-movement,Account Logon,Kerberos Authentication Service,4768
T1550.003,Pass the Ticket,defense-evasion; lateral-movement,Account Logon,Kerberos Authentication Service,4768
T1558,Steal or Forge Kerberos Tickets,credential-access,Account Logon,Kerberos Authentication Service,4768
T1558.001,Golden Ticket,credential-access,Account Logon,Kerberos Authentication Service,4768
T1558.003,Kerberoasting,credential-access,Account Logon,Kerberos Authentication Service,4768
T1558.004,AS-REP Roasting,credential-access,Account Logon,Kerberos Authentication Service,4768
T1550,Use Alternate Authentication Material,defense-evasion; lateral-movement,Account Logon,Kerberos Service Ticket Operations,4769
T1550.002,Pass the Hash,defense-evasion; lateral-movement,Account Logon,Kerberos Service Ticket Operations,4769
T1550.003,Pass the Ticket,defense-evasion; lateral-movement,Account Logon,Kerberos Service Ticket Operations,4769
T1558,Steal or Forge Kerberos Tickets,credential-access,Account Logon,Kerberos Service Ticket Operations,4769
T1558.001,Golden Ticket,credential-access,Account Logon,Kerberos Service Ticket Operations,4769
T1558.003,Kerberoasting,credential-access,Account Logon,Kerberos Service Ticket Operations,4769
T1558.004,AS-REP Roasting,credential-access,Account Logon,Kerberos Service Ticket Operations,4769
T1021,Remote Services,lateral-movement,Logon/Logoff,Other Logon/Logoff Events,4778
T1021.001,Remote Desktop Protocol,lateral-movement,Logon/Logoff,Other Logon/Logoff Events,4778
T1021.002,SMB/Windows Admin Shares,lateral-movement,Logon/Logoff,Other Logon/Logoff Events,4778
T1021.004,SSH,lateral-movement,Logon/Logoff,Other Logon/Logoff Events,4778
T1021.005,VNC,lateral-movement,Logon/Logoff,Other Logon/Logoff Events,4778
T1021.006,Windows Remote Management,lateral-movement,Logon/Logoff,Other Logon/Logoff Events,4778
T1078,Valid Accounts,persistence; defense-evasion; privilege-escalation; initial-access,Logon/Logoff,Other Logon/Logoff Events,4778
T1078.001,Default Accounts,persistence; defense-evasion; privilege-escalation; initial-access,Logon/Logoff,Other Logon/Logoff Events,4778
T1078.002,Domain Accounts,persistence; defense-evasion; privilege-escalation; initial-access,Logon/Logoff,Other Logon/Logoff Events,4778
T1078.003,Local Accounts,persistence; defense-evasion; privilege-escalation; initial-access,Logon/Logoff,Other Logon/Logoff Events,4778
T1078.004,Cloud Accounts,persistence; defense-evasion; privilege-escalation; initial-access,Logon/Logoff,Other Logon/Logoff Events,4778
T1114,Email Collection,collection,Logon/Logoff,Other Logon/Logoff Events,4778
T1114.002,Remote Email Collection,collection,Logon/Logoff,Other Logon/Logoff Events,4778
T1185,Browser Session Hijacking,collection,Logon/Logoff,Other Logon/Logoff Events,4778
T1199,Trusted Relationship,initial-access,Logon/Logoff,Other Logon/Logoff Events,4778
T1213,Data from Information Repositories,collection,Logon/Logoff,Other Logon/Logoff Events,4778
T1213.001,Confluence,collection,Logon/Logoff,Other Logon/Logoff Events,4778
T1213.002,Sharepoint,collection,Logon/Logoff,Other Logon/Logoff Events,4778
T1213.003,Code Repositories,collection,Logon/Logoff,Other Logon/Logoff Events,4778
T1538,Cloud Service Dashboard,discovery,Logon/Logoff,Other Logon/Logoff Events,4778
T1550,Use Alternate Authentication Material,defense-evasion; lateral-movement,Logon/Logoff,Other Logon/Logoff Events,4778
T1550.002,Pass the Hash,defense-evasion; lateral-movement,Logon/Logoff,Other Logon/Logoff Events,4778
T1550.003,Pass the Ticket,defense-evasion; lateral-movement,Logon/Logoff,Other Logon/Logoff Events,4778
T1556,Modify Authentication Process,persistence; defense-evasion; credential-access,Logon/Logoff,Other Logon/Logoff Events,4778
T1556.001,Domain Controller Authentication,persistence; defense-evasion; credential-access,Logon/Logoff,Other Logon/Logoff Events,4778
T1556.003,Pluggable Authentication Modules,persistence; defense-evasion; credential-access,Logon/Logoff,Other Logon/Logoff Events,4778
T1563,Remote Service Session Hijacking,lateral-movement,Logon/Logoff,Other Logon/Logoff Events,4778
T1563.001,SSH Hijacking,lateral-movement,Logon/Logoff,Other Logon/Logoff Events,4778
T1563.002,RDP Hijacking,lateral-movement,Logon/Logoff,Other Logon/Logoff Events,4778
T1606,Forge Web Credentials,credential-access,Logon/Logoff,Other Logon/Logoff Events,4778
T1606.001,Web Cookies,credential-access,Logon/Logoff,Other Logon/Logoff Events,4778
T1606.002,SAML Tokens,credential-access,Logon/Logoff,Other Logon/Logoff Events,4778
T1098,Account Manipulation,persistence,Account Management,User Account Management,4781
T1098.001,Additional Cloud Credentials,persistence,Account Management,User Account Management,4781
T1098.002,Exchange Email Delegate Permissions,persistence,Account Management,User Account Management,4781
T1098.003,Add Office 365 Global Administrator Role,persistence,Account Management,User Account Management,4781
T1528,Steal Application Access Token,credential-access,Account Management,User Account Management,4781
T1531,Account Access Removal,impact,Account Management,User Account Management,4781
T1562,Impair Defenses,defense-evasion,Policy Change,MPSSVC Rule-Level Policy Change,4946
T1562.004,Disable or Modify System Firewall,defense-evasion,Policy Change,MPSSVC Rule-Level Policy Change,4946
T1562.007,Disable or Modify Cloud Firewall,defense-evasion,Policy Change,MPSSVC Rule-Level Policy Change,4946
T1562,Impair Defenses,defense-evasion,Policy Change,MPSSVC Rule-Level Policy Change,4947
T1562.004,Disable or Modify System Firewall,defense-evasion,Policy Change,MPSSVC Rule-Level Policy Change,4947
T1562.007,Disable or Modify Cloud Firewall,defense-evasion,Policy Change,MPSSVC Rule-Level Policy Change,4947
T1562,Impair Defenses,defense-evasion,Policy Change,MPSSVC Rule-Level Policy Change,4948
T1562.004,Disable or Modify System Firewall,defense-evasion,Policy Change,MPSSVC Rule-Level Policy Change,4948
T1562.007,Disable or Modify Cloud Firewall,defense-evasion,Policy Change,MPSSVC Rule-Level Policy Change,4948
T1021,Remote Services,lateral-movement,Logon/Logoff,Special Logon,4964
T1021.001,Remote Desktop Protocol,lateral-movement,Logon/Logoff,Special Logon,4964
T1021.002,SMB/Windows Admin Shares,lateral-movement,Logon/Logoff,Special Logon,4964
T1021.004,SSH,lateral-movement,Logon/Logoff,Special Logon,4964
T1021.005,VNC,lateral-movement,Logon/Logoff,Special Logon,4964
T1021.006,Windows Remote Management,lateral-movement,Logon/Logoff,Special Logon,4964
T1078,Valid Accounts,persistence; defense-evasion; privilege-escalation; initial-access,Logon/Logoff,Special Logon,4964
T1078.001,Default Accounts,persistence; defense-evasion; privilege-escalation; initial-access,Logon/Logoff,Special Logon,4964
T1078.002,Domain Accounts,persistence; defense-evasion; privilege-escalation; initial-access,Logon/Logoff,Special Logon,4964
T1078.003,Local Accounts,persistence; defense-evasion; privilege-escalation; initial-access,Logon/Logoff,Special Logon,4964
T1078.004,Cloud Accounts,persistence; defense-evasion; privilege-escalation; initial-access,Logon/Logoff,Special Logon,4964
T1114,Email Collection,collection,Logon/Logoff,Special Logon,4964
T1114.002,Remote Email Collection,collection,Logon/Logoff,Special Logon,4964
T1185,Browser Session Hijacking,collection,Logon/Logoff,Special Logon,4964
T1199,Trusted Relationship,initial-access,Logon/Logoff,Special Logon,4964
T1213,Data from Information Repositories,collection,Logon/Logoff,Special Logon,4964
T1213.001,Confluence,collection,Logon/Logoff,Special Logon,4964
T1213.002,Sharepoint,collection,Logon/Logoff,Special Logon,4964
T1213.003,Code Repositories,collection,Logon/Logoff,Special Logon,4964
T1538,Cloud Service Dashboard,discovery,Logon/Logoff,Special Logon,4964
T1550,Use Alternate Authentication Material,defense-evasion; lateral-movement,Logon/Logoff,Special Logon,4964
T1550.002,Pass the Hash,defense-evasion; lateral-movement,Logon/Logoff,Special Logon,4964
T1550.003,Pass the Ticket,defense-evasion; lateral-movement,Logon/Logoff,Special Logon,4964
T1556,Modify Authentication Process,persistence; defense-evasion; credential-access,Logon/Logoff,Special Logon,4964
T1556.001,Domain Controller Authentication,persistence; defense-evasion; credential-access,Logon/Logoff,Special Logon,4964
T1556.003,Pluggable Authentication Modules,persistence; defense-evasion; credential-access,Logon/Logoff,Special Logon,4964
T1563,Remote Service Session Hijacking,lateral-movement,Logon/Logoff,Special Logon,4964
T1563.001,SSH Hijacking,lateral-movement,Logon/Logoff,Special Logon,4964
T1563.002,RDP Hijacking,lateral-movement,Logon/Logoff,Special Logon,4964
T1606,Forge Web Credentials,credential-access,Logon/Logoff,Special Logon,4964
T1606.001,Web Cookies,credential-access,Logon/Logoff,Special Logon,4964
T1606.002,SAML Tokens,credential-access,Logon/Logoff,Special Logon,4964
T1562,Impair Defenses,defense-evasion,System,Other System Events,5025
T1562.004,Disable or Modify System Firewall,defense-evasion,System,Other System Events,5025
T1562.007,Disable or Modify Cloud Firewall,defense-evasion,System,Other System Events,5025
T1008,Fallback Channels,command-and-control,Object Access,Filtering Platform Connection,5031
T1011,Exfiltration Over Other Network Medium,exfiltration,Object Access,Filtering Platform Connection,5031
T1011.001,Exfiltration Over Bluetooth,exfiltration,Object Access,Filtering Platform Connection,5031
T1018,Remote System Discovery,discovery,Object Access,Filtering Platform Connection,5031
T1020,Automated Exfiltration,exfiltration,Object Access,Filtering Platform Connection,5031
T1020.001,Traffic Duplication,exfiltration,Object Access,Filtering Platform Connection,5031
T1021,Remote Services,lateral-movement,Object Access,Filtering Platform Connection,5031
T1021.001,Remote Desktop Protocol,lateral-movement,Object Access,Filtering Platform Connection,5031
T1021.002,SMB/Windows Admin Shares,lateral-movement,Object Access,Filtering Platform Connection,5031
T1021.003,Distributed Component Object Model,lateral-movement,Object Access,Filtering Platform Connection,5031
T1021.004,SSH,lateral-movement,Object Access,Filtering Platform Connection,5031
T1021.005,VNC,lateral-movement,Object Access,Filtering Platform Connection,5031
T1021.006,Windows Remote Management,lateral-movement,Object Access,Filtering Platform Connection,5031
T1029,Scheduled Transfer,exfiltration,Object Access,Filtering Platform Connection,5031
T1030,Data Transfer Size Limits,exfiltration,Object Access,Filtering Platform Connection,5031
T1041,Exfiltration Over C2 Channel,exfiltration,Object Access,Filtering Platform Connection,5031
T1047,Windows Management Instrumentation,execution,Object Access,Filtering Platform Connection,5031
T1048,Exfiltration Over Alternative Protocol,exfiltration,Object Access,Filtering Platform Connection,5031
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,exfiltration,Object Access,Filtering Platform Connection,5031
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,exfiltration,Object Access,Filtering Platform Connection,5031
T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,exfiltration,Object Access,Filtering Platform Connection,5031
T1090,Proxy,command-and-control,Object Access,Filtering Platform Connection,5031
T1090.001,Internal Proxy,command-and-control,Object Access,Filtering Platform Connection,5031
T1090.002,External Proxy,command-and-control,Object Access,Filtering Platform Connection,5031
T1090.003,Multi-hop Proxy,command-and-control,Object Access,Filtering Platform Connection,5031
T1102,Web Service,command-and-control,Object Access,Filtering Platform Connection,5031
T1102.002,Bidirectional Communication,command-and-control,Object Access,Filtering Platform Connection,5031
T1102.003,One-Way Communication,command-and-control,Object Access,Filtering Platform Connection,5031
T1104,Multi-Stage Channels,command-and-control,Object Access,Filtering Platform Connection,5031
T1105,Ingress Tool Transfer,command-and-control,Object Access,Filtering Platform Connection,5031
T1114,Email Collection,collection,Object Access,Filtering Platform Connection,5031
T1114.002,Remote Email Collection,collection,Object Access,Filtering Platform Connection,5031
T1176,Browser Extensions,persistence,Object Access,Filtering Platform Connection,5031
T1189,Drive-by Compromise,initial-access,Object Access,Filtering Platform Connection,5031
T1197,BITS Jobs,persistence; defense-evasion,Object Access,Filtering Platform Connection,5031
T1204,User Execution,execution,Object Access,Filtering Platform Connection,5031
T1204.001,Malicious Link,execution,Object Access,Filtering Platform Connection,5031
T1205,Traffic Signaling,persistence; defense-evasion; command-and-control,Object Access,Filtering Platform Connection,5031
T1205.001,Port Knocking,persistence; defense-evasion; command-and-control,Object Access,Filtering Platform Connection,5031
T1218,Signed Binary Proxy Execution,defense-evasion,Object Access,Filtering Platform Connection,5031
T1218.003,CMSTP,defense-evasion,Object Access,Filtering Platform Connection,5031
T1218.005,Mshta,defense-evasion,Object Access,Filtering Platform Connection,5031
T1218.007,Msiexec,defense-evasion,Object Access,Filtering Platform Connection,5031
T1218.010,Regsvr32,defense-evasion,Object Access,Filtering Platform Connection,5031
T1219,Remote Access Software,command-and-control,Object Access,Filtering Platform Connection,5031
T1221,Template Injection,defense-evasion,Object Access,Filtering Platform Connection,5031
T1496,Resource Hijacking,impact,Object Access,Filtering Platform Connection,5031
T1542,Pre-OS Boot,persistence; defense-evasion,Object Access,Filtering Platform Connection,5031
T1542.005,TFTP Boot,persistence; defense-evasion,Object Access,Filtering Platform Connection,5031
T1568,Dynamic Resolution,command-and-control,Object Access,Filtering Platform Connection,5031
T1568.001,Fast Flux DNS,command-and-control,Object Access,Filtering Platform Connection,5031
T1568.002,Domain Generation Algorithms,command-and-control,Object Access,Filtering Platform Connection,5031
T1571,Non-Standard Port,command-and-control,Object Access,Filtering Platform Connection,5031
T1572,Protocol Tunneling,command-and-control,Object Access,Filtering Platform Connection,5031
T1602,Data from Configuration Repository,collection,Object Access,Filtering Platform Connection,5031
T1602.001,SNMP (MIB Dump),collection,Object Access,Filtering Platform Connection,5031
T1602.002,Network Device Configuration Dump,collection,Object Access,Filtering Platform Connection,5031
T1612,Build Image on Host,defense-evasion,Object Access,Filtering Platform Connection,5031
T1037,Boot or Logon Initialization Scripts,persistence; privilege-escalation,DS Access,Directory Service Changes,5136
T1037.003,Network Logon Script,persistence; privilege-escalation,DS Access,Directory Service Changes,5136
T1098,Account Manipulation,persistence,DS Access,Directory Service Changes,5136
T1098.001,Additional Cloud Credentials,persistence,DS Access,Directory Service Changes,5136
T1134,Access Token Manipulation,defense-evasion; privilege-escalation,DS Access,Directory Service Changes,5136
T1134.005,SID-History Injection,defense-evasion; privilege-escalation,DS Access,Directory Service Changes,5136
T1207,Rogue Domain Controller,defense-evasion,DS Access,Directory Service Changes,5136
T1222,File and Directory Permissions Modification,defense-evasion,DS Access,Directory Service Changes,5136
T1222.001,Windows File and Directory Permissions Modification,defense-evasion,DS Access,Directory Service Changes,5136
T1484,Domain Policy Modification,defense-evasion; privilege-escalation,DS Access,Directory Service Changes,5136
T1484.001,Group Policy Modification,defense-evasion; privilege-escalation,DS Access,Directory Service Changes,5136
T1484.002,Domain Trust Modification,defense-evasion; privilege-escalation,DS Access,Directory Service Changes,5136
T1531,Account Access Removal,impact,DS Access,Directory Service Changes,5136
T1207,Rogue Domain Controller,defense-evasion,DS Access,Directory Service Changes,5137
T1484,Domain Policy Modification,defense-evasion; privilege-escalation,DS Access,Directory Service Changes,5137
T1484.001,Group Policy Modification,defense-evasion; privilege-escalation,DS Access,Directory Service Changes,5137
T1484.002,Domain Trust Modification,defense-evasion; privilege-escalation,DS Access,Directory Service Changes,5137
T1037,Boot or Logon Initialization Scripts,persistence; privilege-escalation,DS Access,Directory Service Changes,5139
T1037.003,Network Logon Script,persistence; privilege-escalation,DS Access,Directory Service Changes,5139
T1098,Account Manipulation,persistence,DS Access,Directory Service Changes,5139
T1098.001,Additional Cloud Credentials,persistence,DS Access,Directory Service Changes,5139
T1134,Access Token Manipulation,defense-evasion; privilege-escalation,DS Access,Directory Service Changes,5139
T1134.005,SID-History Injection,defense-evasion; privilege-escalation,DS Access,Directory Service Changes,5139
T1207,Rogue Domain Controller,defense-evasion,DS Access,Directory Service Changes,5139
T1222,File and Directory Permissions Modification,defense-evasion,DS Access,Directory Service Changes,5139
T1222.001,Windows File and Directory Permissions Modification,defense-evasion,DS Access,Directory Service Changes,5139
T1484,Domain Policy Modification,defense-evasion; privilege-escalation,DS Access,Directory Service Changes,5139
T1484.001,Group Policy Modification,defense-evasion; privilege-escalation,DS Access,Directory Service Changes,5139
T1484.002,Domain Trust Modification,defense-evasion; privilege-escalation,DS Access,Directory Service Changes,5139
T1531,Account Access Removal,impact,DS Access,Directory Service Changes,5139
T1021,Remote Services,lateral-movement,Object Access,File Share,5140
T1021.002,SMB/Windows Admin Shares,lateral-movement,Object Access,File Share,5140
T1039,Data from Network Shared Drive,collection,Object Access,File Share,5140
T1080,Taint Shared Content,lateral-movement,Object Access,File Share,5140
T1570,Lateral Tool Transfer,lateral-movement,Object Access,File Share,5140
T1484,Domain Policy Modification,defense-evasion; privilege-escalation,DS Access,Directory Service Changes,5141
T1484.001,Group Policy Modification,defense-evasion; privilege-escalation,DS Access,Directory Service Changes,5141
T1021,Remote Services,lateral-movement,Object Access,Detailed File Share,5145
T1021.002,SMB/Windows Admin Shares,lateral-movement,Object Access,Detailed File Share,5145
T1039,Data from Network Shared Drive,collection,Object Access,Detailed File Share,5145
T1080,Taint Shared Content,lateral-movement,Object Access,Detailed File Share,5145
T1570,Lateral Tool Transfer,lateral-movement,Object Access,Detailed File Share,5145
T1008,Fallback Channels,command-and-control,Object Access,Filtering Platform Connection,5154
T1011,Exfiltration Over Other Network Medium,exfiltration,Object Access,Filtering Platform Connection,5154
T1011.001,Exfiltration Over Bluetooth,exfiltration,Object Access,Filtering Platform Connection,5154
T1018,Remote System Discovery,discovery,Object Access,Filtering Platform Connection,5154
T1020,Automated Exfiltration,exfiltration,Object Access,Filtering Platform Connection,5154
T1020.001,Traffic Duplication,exfiltration,Object Access,Filtering Platform Connection,5154
T1021,Remote Services,lateral-movement,Object Access,Filtering Platform Connection,5154
T1021.001,Remote Desktop Protocol,lateral-movement,Object Access,Filtering Platform Connection,5154
T1021.002,SMB/Windows Admin Shares,lateral-movement,Object Access,Filtering Platform Connection,5154
T1021.003,Distributed Component Object Model,lateral-movement,Object Access,Filtering Platform Connection,5154
T1021.004,SSH,lateral-movement,Object Access,Filtering Platform Connection,5154
T1021.005,VNC,lateral-movement,Object Access,Filtering Platform Connection,5154
T1021.006,Windows Remote Management,lateral-movement,Object Access,Filtering Platform Connection,5154
T1029,Scheduled Transfer,exfiltration,Object Access,Filtering Platform Connection,5154
T1030,Data Transfer Size Limits,exfiltration,Object Access,Filtering Platform Connection,5154
T1041,Exfiltration Over C2 Channel,exfiltration,Object Access,Filtering Platform Connection,5154
