service,action,AWS Service,Description,Resource type (console),resources.type,eventType,eventCategory,eventName,ACSC Recommended,ACSC Logging Condition
iotjobsdata,UpdateJobExecution,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,CreateAccountAssociation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,CreateCloudConnector,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,CreateConnectorDestination,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,CreateCredentialLocker,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,CreateDestination,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,CreateEventLogConfiguration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,CreateManagedThing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,CreateNotificationConfiguration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,CreateOtaTask,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,CreateOtaTaskConfiguration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,CreateProvisioningProfile,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,DeleteAccountAssociation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,DeleteCloudConnector,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,DeleteConnectorDestination,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,DeleteCredentialLocker,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,DeleteDestination,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,DeleteEventLogConfiguration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,DeleteManagedThing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,DeleteNotificationConfiguration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,DeleteOtaTask,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,DeleteOtaTaskConfiguration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,DeleteProvisioningProfile,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,DeregisterAccountAssociation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,GetAccountAssociation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,GetCloudConnector,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,GetConnectorDestination,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,GetCredentialLocker,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,GetCustomEndpoint,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,GetDefaultEncryptionConfiguration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,GetDestination,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,GetDeviceDiscovery,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,GetEventLogConfiguration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,GetHubConfiguration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,GetManagedThing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,GetManagedThingCapabilities,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,GetManagedThingCertificate,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,GetManagedThingConnectivityData,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,GetManagedThingMetaData,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,GetManagedThingState,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,GetNotificationConfiguration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,GetOtaTask,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,GetOtaTaskConfiguration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,GetProvisioningProfile,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,GetRuntimeLogConfiguration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,GetSchemaVersion,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,ListAccountAssociations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,ListCloudConnectors,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,ListConnectorDestinations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,ListCredentialLockers,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,ListDestinations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,ListDeviceDiscoveries,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,ListDiscoveredDevices,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,ListEventLogConfigurations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,ListManagedThingAccountAssociations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,ListManagedThingSchemas,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,ListManagedThings,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,ListNotificationConfigurations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,ListOtaTaskConfigurations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,ListOtaTaskExecutions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,ListOtaTasks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,ListProvisioningProfiles,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,ListSchemaVersions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,ListTagsForResource,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,PutDefaultEncryptionConfiguration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,PutHubConfiguration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,PutRuntimeLogConfiguration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,RegisterAccountAssociation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,RegisterCustomEndpoint,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,ResetRuntimeLogConfiguration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,SendConnectorEvent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,SendManagedThingCommand,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,StartAccountAssociationRefresh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,StartDeviceDiscovery,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,TagResource,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,UntagResource,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,UpdateAccountAssociation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,UpdateCloudConnector,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,UpdateConnectorDestination,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,UpdateDestination,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,UpdateEventLogConfiguration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,UpdateManagedThing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,UpdateNotificationConfiguration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotmanagedintegrations,UpdateOtaTask,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotsitewise,AssociateAssets,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,AssociateAssets,N/A,N/A
iotsitewise,AssociateTimeSeriesToAssetProperty,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,AssociateTimeSeriesToAssetProperty,N/A,N/A
iotsitewise,BatchAssociateDataSegmentsToDataset,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,BatchAssociateDataSegmentsToDataset,N/A,N/A
iotsitewise,BatchAssociateProjectAssets,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,BatchAssociateProjectAssets,N/A,N/A
iotsitewise,BatchDeleteDatasetDataSegments,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,BatchDeleteDatasetDataSegments,N/A,N/A
iotsitewise,BatchDisassociateDataSegmentsFromDataset,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,BatchDisassociateDataSegmentsFromDataset,N/A,N/A
iotsitewise,BatchDisassociateProjectAssets,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,BatchDisassociateProjectAssets,N/A,N/A
iotsitewise,BatchGetAssetPropertyAggregates,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,BatchGetAssetPropertyAggregates,N/A,N/A
iotsitewise,BatchGetAssetPropertyValue,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,BatchGetAssetPropertyValue,N/A,N/A
iotsitewise,BatchGetAssetPropertyValueHistory,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,BatchGetAssetPropertyValueHistory,N/A,N/A
iotsitewise,BatchPutAssetPropertyValue,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,BatchPutAssetPropertyValue,N/A,N/A
iotsitewise,CancelEnrichmentJob,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,CancelEnrichmentJob,N/A,N/A
iotsitewise,CancelPipelineExecution,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,CancelPipelineExecution,N/A,N/A
iotsitewise,CancelQuery,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,CancelQuery,N/A,N/A
iotsitewise,CreateAccessPolicy,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,CreateAccessPolicy,N/A,N/A
iotsitewise,CreateApplication,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,CreateApplication,N/A,N/A
iotsitewise,CreateAsset,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,CreateAsset,N/A,N/A
iotsitewise,CreateAssetModel,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,CreateAssetModel,N/A,N/A
iotsitewise,CreateAssetModelCompositeModel,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,CreateAssetModelCompositeModel,N/A,N/A
iotsitewise,CreateBulkImportJob,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,CreateBulkImportJob,N/A,N/A
iotsitewise,CreateComputationModel,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,CreateComputationModel,N/A,N/A
iotsitewise,CreateDashboard,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,CreateDashboard,N/A,N/A
iotsitewise,CreateDataset,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,CreateDataset,N/A,N/A
iotsitewise,CreateDatasetExportJob,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,CreateDatasetExportJob,N/A,N/A
iotsitewise,CreateEnrichmentJob,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,CreateEnrichmentJob,N/A,N/A
iotsitewise,CreateGateway,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,CreateGateway,N/A,N/A
iotsitewise,CreatePipeline,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,CreatePipeline,N/A,N/A
iotsitewise,CreatePortal,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,CreatePortal,N/A,N/A
iotsitewise,CreateProject,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,CreateProject,N/A,N/A
iotsitewise,CreateTask,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,CreateTask,N/A,N/A
iotsitewise,CreateWorkspace,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,CreateWorkspace,N/A,N/A
iotsitewise,DeleteAccessPolicy,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DeleteAccessPolicy,N/A,N/A
iotsitewise,DeleteApplication,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DeleteApplication,N/A,N/A
iotsitewise,DeleteAsset,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DeleteAsset,N/A,N/A
iotsitewise,DeleteAssetModel,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DeleteAssetModel,N/A,N/A
iotsitewise,DeleteAssetModelCompositeModel,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DeleteAssetModelCompositeModel,N/A,N/A
iotsitewise,DeleteAssetModelInterfaceRelationship,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DeleteAssetModelInterfaceRelationship,N/A,N/A
iotsitewise,DeleteComputationModel,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DeleteComputationModel,N/A,N/A
iotsitewise,DeleteDashboard,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DeleteDashboard,N/A,N/A
iotsitewise,DeleteDataset,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DeleteDataset,N/A,N/A
iotsitewise,DeleteGateway,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DeleteGateway,N/A,N/A
iotsitewise,DeletePipeline,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DeletePipeline,N/A,N/A
iotsitewise,DeletePortal,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DeletePortal,N/A,N/A
iotsitewise,DeleteProject,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DeleteProject,N/A,N/A
iotsitewise,DeleteTask,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DeleteTask,N/A,N/A
iotsitewise,DeleteTimeSeries,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DeleteTimeSeries,N/A,N/A
iotsitewise,DeleteWorkspace,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DeleteWorkspace,N/A,N/A
iotsitewise,DescribeAccessPolicy,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeAccessPolicy,N/A,N/A
iotsitewise,DescribeAction,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeAction,N/A,N/A
iotsitewise,DescribeApplication,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeApplication,N/A,N/A
iotsitewise,DescribeAsset,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeAsset,N/A,N/A
iotsitewise,DescribeAssetCompositeModel,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeAssetCompositeModel,N/A,N/A
iotsitewise,DescribeAssetModel,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeAssetModel,N/A,N/A
iotsitewise,DescribeAssetModelCompositeModel,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeAssetModelCompositeModel,N/A,N/A
iotsitewise,DescribeAssetModelInterfaceRelationship,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeAssetModelInterfaceRelationship,N/A,N/A
iotsitewise,DescribeAssetProperty,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeAssetProperty,N/A,N/A
iotsitewise,DescribeBulkImportJob,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeBulkImportJob,N/A,N/A
iotsitewise,DescribeComputationModel,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeComputationModel,N/A,N/A
iotsitewise,DescribeComputationModelExecutionSummary,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeComputationModelExecutionSummary,N/A,N/A
iotsitewise,DescribeDashboard,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeDashboard,N/A,N/A
iotsitewise,DescribeDataset,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeDataset,N/A,N/A
iotsitewise,DescribeDatasetExportJob,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeDatasetExportJob,N/A,N/A
iotsitewise,DescribeDefaultEncryptionConfiguration,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeDefaultEncryptionConfiguration,N/A,N/A
iotsitewise,DescribeEnrichmentJob,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeEnrichmentJob,N/A,N/A
iotsitewise,DescribeExecution,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeExecution,N/A,N/A
iotsitewise,DescribeGateway,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeGateway,N/A,N/A
iotsitewise,DescribeGatewayCapabilityConfiguration,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeGatewayCapabilityConfiguration,N/A,N/A
iotsitewise,DescribeLoggingOptions,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeLoggingOptions,N/A,N/A
iotsitewise,DescribePipeline,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribePipeline,N/A,N/A
iotsitewise,DescribePipelineExecution,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribePipelineExecution,N/A,N/A
iotsitewise,DescribePortal,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribePortal,N/A,N/A
iotsitewise,DescribeProject,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeProject,N/A,N/A
iotsitewise,DescribeQuery,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeQuery,N/A,N/A
iotsitewise,DescribeSearch,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeSearch,N/A,N/A
iotsitewise,DescribeStorageConfiguration,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeStorageConfiguration,N/A,N/A
iotsitewise,DescribeTask,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeTask,N/A,N/A
iotsitewise,DescribeTimeSeries,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeTimeSeries,N/A,N/A
iotsitewise,DescribeWorkspace,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DescribeWorkspace,N/A,N/A
iotsitewise,DisassociateAssets,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DisassociateAssets,N/A,N/A
iotsitewise,DisassociateTimeSeriesFromAssetProperty,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,DisassociateTimeSeriesFromAssetProperty,N/A,N/A
iotsitewise,EnableSiteWiseIntegration,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,EnableSiteWiseIntegration,N/A,N/A
iotsitewise,ExecuteAction,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,ExecuteAction,N/A,N/A
iotsitewise,ExecuteQuery,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,ExecuteQuery,N/A,N/A
iotsitewise,GetAssetPropertyAggregates,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,GetAssetPropertyAggregates,N/A,N/A
iotsitewise,GetAssetPropertyValue,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,GetAssetPropertyValue,N/A,N/A
iotsitewise,GetAssetPropertyValueHistory,AWS IoT SiteWise,IoT SiteWise API activity on assets.,IoT SiteWise asset,AWS::IoTSiteWise::Asset,AwsApiCall,Data,GetAssetPropertyValueHistory,N/A,N/A
